Object Type,Object Name,Control Name,Property Name,Old Value,New Value,Time
"Query","qryJobsCompletebyDatetoExcel",,,"SELECT tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.Name, tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.Source, tblCustomers.SourceOld, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo INTO tblJobsCompletebyDatetoExcel FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID WHERE (((tblCustWorkOrderDetail.Clean) Between [Completed Begin] And [Completed End])) ORDER BY tblCustWorkOrderDetail.Clean; ","SELECT [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[DateIn], [tblCustWorkOrderDetail].[Name], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[Source], [tblCustomers].[SourceOld], [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo] INTO tblJobsCompletebyDatetoExcel FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[Clean]) Between [Completed Begin] And [Completed End])) ORDER BY [tblCustWorkOrderDetail].[Clean]; ",
"Query","qryCustWorkOrderDetail",,,"SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.CustID FROM tblCustWorkOrderDetail ORDER BY tblCustWorkOrderDetail.WorkOrderNo DESC; ","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[CustID] FROM tblCustWorkOrderDetail ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo] DESC; ",
"Form","tblCustAwngs subform",,"OnOpen","=[Forms]![tblCustomerAwnings]![Qty].[SetFocus]","=[Forms]!tblCustomerAwnings!Qty.SetFocus",
"Form","tblCustAwngs subform",,"OnOpen","=[Qty].[SetFocus]","=[Qty].SetFocus",
"Form","tblCustAwngs subform",,"OnLoad","=[Qty].[SetFocus]","=[Qty].SetFocus",
"Form","tblCustAwngs subform",,"OnActivate","=[Qty].[SetFocus]","=[Qty].SetFocus",
"Form","tblCustAwngs subform",,"OnGotFocus","=[Qty].[SetFocus]","=[Qty].SetFocus",
"Form","frmCustomers","tblCustAwngs subform","OnEnter","=[Qty].[SetFocus]","=Qty.SetFocus",
"Report","InHouseCleanWO",,"RecordSource","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID;","SELECT [tblCustomers].[CustID] AS tblCustomers_CustID, [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[CellPhone], [tblCustomers].[EmailAddress], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID]; ",
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[CustID] AS tblCustomers_CustID, [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo];","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[CustID] AS tblCustomers_CustID, [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[CustID] AS tblCustomers_CustID, [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[CellPhone], [tblCustomers].[EmailAddress], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Query","qryCustWorkOrderDetail",,,"SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.CustID FROM tblCustWorkOrderDetail ORDER BY tblCustWorkOrderDetail.WorkOrderNo DESC; ","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[CustID] FROM tblCustWorkOrderDetail ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo] DESC; ",
"Table","tblCustAwngs","Description","RowSource","SELECT tblDescriptions.Description FROM tblDescriptions;","SELECT [tblDescriptions].[Description] FROM tblDescriptions; ",
"Table","tblCustAwngs","Material","RowSource","SELECT tblMaterial.Material FROM tblMaterial;","SELECT [tblMaterial].[Material] FROM tblMaterial; ",
"Table","tblCustAwngs","Condition","RowSource","SELECT tblCondition.Condition FROM tblCondition;","SELECT [tblCondition].[Condition] FROM tblCondition; ",
"Table","tblCustAwngs","Color","RowSource","SELECT tblColor.Color FROM tblColor;","SELECT [tblColor].[Color] FROM tblColor; ",
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.CustID = tblCustWorkOrderDetail.CustID WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[CustID], [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[CellPhone], [tblCustomers].[EmailAddress], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[CustID], [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[CellPhone], [tblCustomers].[EmailAddress], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo];","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[CustID], [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[CellPhone], [tblCustomers].[EmailAddress], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[CustID], [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[CellPhone], [tblCustomers].[EmailAddress], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo];","SELECT [tblCustWorkOrderDetail].[WorkOrderNo], [tblCustomers].[CustID], [tblCustomers].[Name], [tblCustomers].[Contact], [tblCustomers].[Address], [tblCustomers].[Address2], [tblCustomers].[City], [tblCustomers].[State], [tblCustomers].[ZipCode], [tblCustomers].[HomePhone], [tblCustomers].[WorkPhone], [tblCustomers].[CellPhone], [tblCustomers].[EmailAddress], [tblCustomers].[Source], [tblCustomers].[SourceAddress], [tblCustomers].[SourceState], [tblCustomers].[SourceCity], [tblCustomers].[SourceZip], [tblCustWorkOrderDetail].[CustID] AS tblCustWorkOrderDetail_CustID, [tblCustWorkOrderDetail].[Storage], [tblCustWorkOrderDetail].[StorageTime], [tblCustWorkOrderDetail].[Rack#], [tblCustWorkOrderDetail].[SpecialInstructions], [tblCustWorkOrderDetail].[RepairsNeeded], [tblCustWorkOrderDetail].[SeeRepair], [tblCustWorkOrderDetail].[ReturnStatus], [tblCustWorkOrderDetail].[DateCompleted], [tblCustWorkOrderDetail].[Clean], [tblCustWorkOrderDetail].[Treat], [tblCustWorkOrderDetail].[RushOrder], [tblCustWorkOrderDetail].[DateRequired], [tblCustWorkOrderDetail].[ShipTo], [tblCustWorkOrderDetail].[DateIn] FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON [tblCustomers].[CustID]=[tblCustWorkOrderDetail].[CustID] WHERE ((([tblCustWorkOrderDetail].[WorkOrderNo]) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY [tblCustWorkOrderDetail].[WorkOrderNo]; ",
